,name,count,capacity,freq,timings,formFactor,type,price,link
544,Crucial CT8G4DFS6266 ,1,8,2666,?,"DIMM, 288-pin",DDR4 ,2800,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-crucial-ct8g4dfs6266-rtl-pc4-21300-cl19-dimm-2-1691133/
545,Kingmax KM-LD5-5200-32GD ,2,16,5200,?,"DIMM, 288-pin",DDR5 ,16990,https://www.citilink.ru/product/pamyat-ddr5-32gb-5200mhz-kingmax-km-ld5-5200-32gd-rtl-cl40-dimm-288-pi-1690975/
546,Kingmax KM-LD5-5200-16GS ,1,16,5200,?,"DIMM, 288-pin",DDR5 ,6690,https://www.citilink.ru/product/pamyat-ddr5-16gb-5200mhz-kingmax-km-ld5-5200-16gs-rtl-cl40-dimm-288-pi-1690959/
547,Corsair DOMINATOR PLATINUM RGB CMT64GX5M2B5200C40 ,2,32,5200,40-40-40-77,"DIMM, 288-pin",DDR5 ,34990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5200mhz-corsair-cmt64gx5m2b5200c40-dominator-platin-1690138/
548,Corsair DOMINATOR PLATINUM RGB CMT32GX5M2X6200C36 ,2,16,6200,36-39-39-76,"DIMM, 288-pin",DDR5 ,23990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6200mhz-corsair-cmt32gx5m2x6200c36-dominator-platin-1678279/
549,Corsair Vengeance CMK32GX5M2B5600C36 ,2,16,5600,36-36-36-76,"DIMM, 288-pin",DDR5 ,17890,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mgc-corsair-cmk32gx5m2b5600c36-rtl-cl36-dimm-28-1652360/
550,Corsair DOMINATOR PLATINUM RGB CMT32GX5M2B5200C40 ,2,16,5200,40-40-40-77,"DIMM, 288-pin",DDR5 ,15990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-corsair-cmt32gx5m2b5200c40-rtl-cl40-dimm-28-1652350/
551,Patriot Viper Steel PVS416G360C4K ,2,8,3600,14-16-16-36,"DIMM, 288-pin",DDR4 ,8090,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pvs416g360c4k-viper-steel-rtl-pc4-28-1639872/
552,Patriot Signature PSD532G48002 ,1,32,4800,40-40-40,"DIMM, 288-pin",DDR5 ,8790,https://www.citilink.ru/product/pamyat-ddr5-32gb-4800mhz-patriot-psd532g4800k-rtl-pc5-38400-cl40-dimm-1634060/
553,ТМИ ЦРМП.467526.001 ,1,8,2666,?,"DIMM, 288-pin",DDR4 ,8790,https://www.citilink.ru/product/pamyat-ddr4-8gb-1333mhz-tmi-crmp-467526-001-oem-pc4-21300-udimm-288-pi-1611602/
554,ТМИ ЦРМП.467526.002 ,1,8,2666,?,"SO-DIMM, 260-pin",DDR4 ,8990,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-tmi-crmp-467526-002-oem-so-dimm-1611503/
555,Patriot Viper EliteII PVE244G266C6 ,1,4,2666,16-17-17-36,"DIMM, 288-pin",DDR4 ,1190,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-patriot-pve244g266c6-viper-eliteii-rtl-pc4-213-1604396/
556,Samsung M378A4G43AB2-CWE ,1,32,3200,?,"DIMM, 288-pin",DDR4 ,7990,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-samsung-m378a4g43ab2-cwe-oem-pc4-25600-cl22-d-1595120/
557,Kingmax Zeus Dragon KM-LD4A-3200-16GDRT16 ,2,8,3200,?,"DIMM, 288-pin",DDR4 ,4500,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-kingmax-km-ld4a-3200-16gdrt16-zeus-dragon-rt-1583784/
558,Crucial CT4G4SFS6266 ,1,4,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,1290,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-crucial-ct4g4sfs6266-rtl-cl19-so-dimm-288-pin-1582489/
559,Kingston Fury Beast Black KF436C18BBK4/64 ,4,16,3600,18-22-22,"DIMM, 288-pin",DDR4 ,16290,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3600mhz-kingston-kf436c18bbk4-64-rtl-pc4-28800-cl18-1566106/
560,Crucial Ballistix MAX RGB BLM8G44C19U4BL ,1,8,4400,19-19-19-46,"DIMM, 288-pin",DDR4 ,6990,https://www.citilink.ru/product/pamyat-ddr4-8gb-4400mgc-crucial-blm8g44c19u4bl-rtl-pc4-35200-cl19-dimm-1561955/
561,Kingston Fury Renegade RGB KF436C16RBA/8 ,1,8,3600,16-20-20,"DIMM, 288-pin",DDR4 ,3190,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-kingston-kf436c16rba-8-rtl-pc4-28800-cl17-dimm-1561171/
562,Kingston Fury Renegade Black KF436C16RBK4/32 ,4,8,3600,16-20-20,"DIMM, 288-pin",DDR4 ,16590,https://www.citilink.ru/product/pamyat-ddr4-4x8gb-3600mhz-kingston-kf436c16rbk4-32-rtl-pc4-28800-cl17-1561170/
563,Kingston Fury Renegade Black KF432C16RBK4/32 ,4,8,3200,16-18-18,"DIMM, 288-pin",DDR4 ,15650,https://www.citilink.ru/product/pamyat-ddr4-4x8gb-3200mhz-kingston-kf432c16rbk4-32-rtl-pc4-25600-cl16-1561169/
564,Kingston Fury Renegade RGB KF430C15RBA/8 ,1,8,3000,15-17-17,"DIMM, 288-pin",DDR4 ,5090,https://www.citilink.ru/product/pamyat-ddr4-8gb-3000mhz-kingston-kf430c15rba-8-rtl-pc4-24000-cl15-dimm-1561168/
565,Kingston Fury Renegade RGB KF432C16RBAK4/32 ,4,8,3200,16-18-18,"DIMM, 288-pin",DDR4 ,15820,https://www.citilink.ru/product/pamyat-ddr4-4x8gb-3200mhz-kingston-kf432c16rbak4-32-rtl-pc4-25600-cl16-1561155/
566,AMD R9 R9S416G3206U2S ,1,16,3200,16-18-18-39,"DIMM, 288-pin",DDR4 ,3490,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-amd-r9s416g3206u2s-rtl-pc4-21300-cl16-long-di-1560564/
567,Kingston Fury Beast Black KF437C19BB1K2/32 ,2,16,3733,19-23-23,"DIMM, 288-pin",DDR4 ,8390,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3733mhz-kingston-kf437c19bb1k2-32-rtl-cl19-dimm-288-1560188/
568,Patriot Viper Elite II PVE2416G320C8 ,1,16,3200,18-22-22-42,"DIMM, 288-pin",DDR4 ,3690,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-pve2416g320c8-rtl-pc4-25600-cl18-dimm-1554995/
569,Kingston VALUERAM KVR16LN11/4WP ,1,4,1600,11-11-11,"DIMM, 240-pin",DDR3L,2190,https://www.citilink.ru/product/pamyat-ddr3l-4gb-1600mhz-kingston-kvr16ln11-4wp-rtl-pc3-12800-cl11-dim-1538406/
570,Crucial Ballistix MAX RGB BLM2K8G44C19U4BL ,2,8,4400,19-19-19-46,"DIMM, 288-pin",DDR4 ,30930,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-4400mgc-crucial-blm2k8g44c19u4bl-rtl-pc4-33600-cl18-1521960/
571,Kingmax KM-LD4-2666-4GS ,1,4,2666,?,"DIMM, 288-pin",DDR4 ,1390,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-kingmax-km-ld4-2666-4gs-rtl-pc4-21300-cl19-dim-1517444/
572,Patriot Signature Premium PSP44G266681H1 ,1,4,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,1190,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-patriot-psp44g266681h1-rtl-pc4-21300-cl19-288-1509246/
573,Kingmax KM-SD4-2666-4GS ,1,4,2666,?,"SO-DIMM, 260-pin",DDR4 ,1190,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-kingmax-km-sd4-2666-4gs-rtl-pc4-21300-cl17-260-1502105/
574,Kingmax KM-SD4-2666-8GS ,1,8,2666,?,"SO-DIMM, 260-pin",DDR4 ,1890,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kingmax-km-sd4-2666-8gs-rtl-pc4-23400-cl17-260-1478626/
575,Crucial CT32G4SFD8266 ,1,32,2666,?,"SO-DIMM, 260-pin",DDR4 ,7790,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-crucial-ct32g4sfd8266-rtl-pc4-23400-cl19-so-d-1472748/
576,Crucial CT8G4SFRA32A ,1,8,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,1790,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-crucial-ct8g4sfra32a-rtl-pc4-25600-cl22-so-dim-1472728/
577,Crucial CT8G4DFRA32A ,1,8,3200,22-22-22,"DIMM, 288-pin",DDR4 ,1990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-crucial-ct8g4dfra32a-rtl-pc4-25600-cl22-dimm-2-1472724/
578,Hynix HMA851U6DJR6N-VKN0 ,1,4,2666,19-19-19,"DIMM, 288-pin",DDR4 ,1090,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-hynix-hma851u6djr6n-vkn0-oem-pc4-23400-cl22-di-1470856/
579,Patriot Signature PSP48G240081H1 ,1,8,2400,17-17-17-39,"DIMM, 288-pin",DDR4 ,2490,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psp48g240081h1-ddr4-8gb-2400-dimm-ret-1460367/
580,Hynix HMA81GU6CJR8N-VKN0 ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4 ,4340,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-hynix-hma81gu6cjr8n-vkn0-oem-pc4-23466-cl22-di-1457492/
581,Crucial Basics CB16GS2666 ,1,16,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,3790,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-crucial-cb16gs2666-oem-pc4-21300-cl16-so-dimm-1430548/
582,Crucial Basics CB8GS2666 ,1,8,2666,19-19-19,"SO-DIMM, 260-pin",DDR4 ,2090,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-crucial-cb8gs2666-oem-pc3-21300-cl16-so-dimm-2-1430543/
583,Crucial CT32G4DFD832A ,1,32,3200,22-22-22,"DIMM, 288-pin",DDR4 ,7290,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-crucial-ct32g4dfd832a-rtl-pc4-25600-cl22-dimm-1414255/
584,Kingmax KM-LD4-2666-8GS ,1,8,2666,?,"DIMM, 288-pin",DDR4 ,2260,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kingmax-km-ld4-2666-8gs-rtl-pc4-21300-cl19-dim-1411857/
585,Patriot Viper Steel PVS464G300C6K ,2,32,3000,16-18-18-36,"DIMM, 288-pin",DDR4 ,13990,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3000mhz-patriot-pvs464g300c6k-rtl-pc4-24000-cl16-di-1398259/
586,AMD Radeon R7 Performance Series R7432G2606S2S-UO ,1,32,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,5990,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-amd-r7432g2606s2s-uo-oem-pc4-21300-cl16-so-di-1394738/
587,AMD Radeon R7 Performance Series R7432G2606U2S-UO ,1,32,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,5890,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-amd-r7432g2606u2s-uo-oem-pc4-21300-cl16-dimm-1394728/
588,Patriot Viper Steel PVS432G320C6 ,1,32,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,6690,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-patriot-pvs432g320c6-rtl-pc4-25600-cl16-dimm-1380683/
589,AMD Radeon R7 Performance Series R7416G2606U2S-UO ,1,16,2666,16-18-18-35,"DIMM, 288-pin",DDR4 ,2690,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-ddr4-16gb-2666-dimm-oem-1153657/
590,Corsair Vengeance RGB Pro CMW16GX4M2C3600C18W ,2,8,3600,18-19-19-39,"DIMM, 288-pin",DDR4 ,7390,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-rgb-pro-cmw16gx4m2c3600c18w-ddr4-2x-8g-1126598/
591,Kingston VALUERAM KVR26N19D8/16 ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4 ,5790,https://www.citilink.ru/product/modul-pamyati-kingston-valueram-kvr26n19d8-16-ddr4-16gb-2666-dimm-ret-1107351/
592,Patriot PSD44G240082S ,1,4,2400,17-17-17-39,"SO-DIMM, 260-pin",DDR4 ,1090,https://www.citilink.ru/product/modul-pamyati-patriot-psd44g240082s-ddr4-4gb-2400-so-dimm-ret-1050731/
593,Kingmax ,1,4,2400,?,"DIMM, 288-pin",DDR4 ,1390,https://www.citilink.ru/product/modul-pamyati-kingmax-ddr4-4gb-2400-dimm-ret-1019006/
594,AMD Radeon R7 Performance Series R744G2400S1S-UO ,1,4,2400,16-16-16-36,"SO-DIMM, 260-pin",DDR4 ,890,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2400s1s-uo-ddr4-4g-1007260/
595,Patriot PSD48G2400K ,2,4,2400,?,"DIMM, 288-pin",DDR4 ,2890,https://www.citilink.ru/product/modul-pamyati-patriot-psd48g2400k-ddr4-2x-4gb-2400-dimm-ret-1004136/
596,Kingston VALUERAM KVR16S11S6/2 ,1,2,1600,11-11-11,"SO-DIMM, 204-pin",DDR3 ,1490,https://www.citilink.ru/product/modul-pamyati-kingston-valueram-kvr16s11s6-2-ddr3-2gb-1600-so-dimm-ret-966049/
597,AMD R532G1601U1S-UGO ,1,2,1600,11-11-11-28,"DIMM, 240-pin",DDR3 ,1130,https://www.citilink.ru/product/modul-pamyati-amd-r532g1601u1s-ugo-ddr3-2gb-1600-dimm-oem-924877/
598,Kingston KVR16N11S6/2 ,1,2,1600,11-11-11,"DIMM, 240-pin",DDR3 ,1490,https://www.citilink.ru/product/modul-pamyati-kingston-kvr16n11s6-2-ddr3-2gb-1600-dimm-ret-890120/
599,Corsair CMSO4GX3M1C1333C9 ,1,4,1333,9-9-9-24,"SO-DIMM, 204-pin",DDR3L,2590,https://www.citilink.ru/product/modul-pamyati-corsair-cmso4gx3m1c1333c9-ddr3l-4gb-1333-so-dimm-ret-879779/
600,Kingmax ,1,2,1600,?,"DIMM, 240-pin",DDR3 ,1620,https://www.citilink.ru/product/modul-pamyati-kingmax-ddr3-2gb-1600-dimm-ret-693769/
601,Corsair Vengeance CMSX4GX3M1A1600C9 ,1,4,1600,9-9-9-24,"SO-DIMM, 204-pin",DDR3 ,2190,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-cmsx4gx3m1a1600c9-ddr3-4gb-1600-so-dim-654907/
602,Patriot PSD44G240082 ,1,4,2400,?,"DIMM, 288-pin",DDR4 ,1190,https://www.citilink.ru/product/modul-pamyati-patriot-psd44g240082-ddr4-4gb-2400-dimm-ret-474601/
603,Corsair Value Select CMV8GX4M1A2400C16 ,1,8,2400,16-16-16-39,"DIMM, 288-pin",DDR4 ,2890,https://www.citilink.ru/product/modul-pamyati-corsair-value-select-cmv8gx4m1a2400c16-ddr4-8gb-2400-dim-458807/
604,Corsair Vengeance CMSX32GX4M2A2666C18 ,2,16,2666,18-19-19-39,"SO-DIMM, 260-pin",DDR4 ,9990,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-cmsx32gx4m2a2666c18-ddr4-2x-16gb-2666-392551/
605,Patriot Viper 4 PV416G320C6K ,2,8,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,4990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-pv416g320c6k-ddr4-2x-8gb-3200-dimm-ret-390675/
606,Patriot Signature PSD44G240041 ,1,4,2400,?,"DIMM, 288-pin",DDR4 ,1190,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd44g240041-ddr4-4gb-2400-dimm-ret-374513/
607,Kingmax ,1,4,2133,?,"DIMM, 288-pin",DDR4 ,1390,https://www.citilink.ru/product/modul-pamyati-kingmax-ddr4-4gb-2133-dimm-ret-367187/
608,Corsair Vengeance LPX CMK16GX4M1A2400C14 ,1,16,2400,14-16-16-31,"DIMM, 288-pin",DDR4 ,7280,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-lpx-cmk16gx4m1a2400c14-ddr4-16gb-2400-352483/
609,Corsair Vengeance LPX CMK16GX4M2B3200C16R ,2,8,3200,16-18-18-36,"DIMM, 288-pin",DDR4 ,5690,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-lpx-cmk16gx4m2b3200c16r-ddr4-2x-8gb-32-337660/
610,AMD R534G1601S1SL-UO ,1,4,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3 ,1590,https://www.citilink.ru/product/modul-pamyati-amd-r534g1601s1sl-uo-ddr3-4gb-1600-so-dimm-oem-295995/
611,NETAC Shadow RGB NTSRD4P32SP-16E ,1,16,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,?,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-netac-ntsrd4p32sp-16e-shadow-rgb-rtl-pc4-2560-1809976/
612,NETAC Basic NTBSD3N16SP-08 ,1,8,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3L,?,https://www.citilink.ru/product/pamyat-ddr3l-8gb-1600mhz-netac-ntbsd3n16sp-08-basic-oem-cl11-so-dimm-2-1740133/
613,Patriot Viper Steel PVS432G320C6K ,2,16,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,?,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs432g320c6k-ddr4-2x-16gb-3200-dimm-1148366/
614,AMD Radeon R7 Performance Series R7416G2606U2S-U ,?,?,?,?,?,DDR4 ,?,https://www.citilink.ru/product/operativnaya-pamyat-amd-radeon-r7-performance-series-r7416g2606u2s-u-d-M00262642/
615,AMD Radeon R7 Performance Series R7416G2400U2S-U ,?,?,?,?,?,DDR4 ,?,https://www.citilink.ru/product/operativnaya-pamyat-amd-radeon-r7-performance-series-r7416g2400u2s-u-d-M00262641/
616,Kingston VALUERAM KVR32S22D8/32 ,1,32,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,?,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingston-kvr32s22d8-32-valueram-rtl-pc4-32000-1911142/
617,Corsair Vengeance CMSX32GX4M2A3200C22 ,2,16,3200,22-22-22-53,"SO-DIMM, 260-pin",DDR4 ,?,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-2666mhz-corsair-cmsx32gx4m2a3200c22-vengeance-rtl-p-1812094/
618,Patriot Viper Steel PVS416G300C8S ,1,16,3000,18-22-22-43,"SO-DIMM, 260-pin",DDR4 ,?,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g300c8s-ddr4-16gb-3000-so-dimm-1185097/
