,driveName,type,diskCapacity,diskMark,rank,price,driveValue,priceperGB,testDate
5,WDC PC SN810 SDCPNRY-1T00,SSD,953.9,48300,6,16720.0,231.1,0.22,2021
8,Samsung 980 PRO with Heatsink 2TB,SSD,1800.0,47600,9,25599.2,148.75,0.18,2021
28,Samsung 980 PRO with Heatsink 1TB,SSD,931.5,41833,29,14399.2,232.42,0.19,2021
31,MSI M480 2TB,SSD,1800.0,41506,32,26399.2,125.78,0.18,2021
36,WD BLACK SN850 2TB,SSD,1800.0,40602,37,33599.2,96.67,0.23,2020
42,Micron 3400 NVMe 1TB,SSD,953.9,39912,43,14287.2,223.48,0.19,2021
49,Samsung SSD 980 PRO 2TB,SSD,1800.0,38593,50,22301.6,138.44,0.15,2021
54,CT1000P5PSSD8,SSD,931.5,37901,55,10239.2,296.13,0.14,2021
56,MSI M480 1TB,SSD,931.5,37326,57,19919.2,149.91,0.27,2021
58,Samsung SSD 980 PRO 1TB,SSD,931.5,36990,59,16842.4,175.7,0.23,2020
70,PNY CS3040 2TB SSD,SSD,1800.0,35670,71,23920.0,119.3,0.17,2021
76,CT2000P5PSSD8,SSD,1800.0,34506,77,22960.0,120.23,0.16,2021
77,CT500P5PSSD8,SSD,465.8,34462,78,7999.2,344.65,0.21,2021
79,Corsair MP600 PRO,SSD,1800.0,33970,80,23999.2,113.24,0.17,2021
82,PNY CS3040 1TB SSD,SSD,931.5,33534,83,14079.2,190.54,0.19,2021
96,Samsung SSD 980 PRO 500GB,SSD,465.8,31863,97,9599.2,265.55,0.26,2020
99,XPG GAMMIX S70,SSD,1900.0,31451,100,21280.0,118.24,0.14,2021
107,Viper M.2 VP4100,SSD,931.5,30771,108,11199.2,219.81,0.15,2019
108,Gigabyte AORUS NVMe Gen4 M.2 2TB,SSD,1800.0,30681,109,22577.6,108.71,0.16,2019
109,Corsair Force MP600 2TB,SSD,1800.0,30557,110,21199.2,115.31,0.15,2019
115,XPG GAMMIX S50,SSD,1800.0,30168,116,22676.0,106.43,0.16,2019
116,Gigabyte AORUS NVMe Gen4 M.2 1TB,SSD,931.5,30108,117,10399.2,231.62,0.14,2019
117,Corsair Force MP600 1TB,SSD,931.5,30086,118,9999.2,240.71,0.13,2019
125,Corsair MP600 CORE,SSD,1800.0,29560,126,18399.2,128.53,0.13,2021
144,XPG GAMMIX S50,SSD,931.5,27501,145,15599.2,141.04,0.21,2019
151,WD Blue SN570 1TB,SSD,931.5,27243,152,7199.2,302.74,0.1,2021
156,INTEL SSDPEKNU020TZ,SSD,1900.0,27074,157,17599.2,123.07,0.12,2021
158,Micron 3400 NVMe 512GB,SSD,476.9,27017,159,7869.6,274.64,0.21,2021
162,Viper M.2 VPN100 1TB,SSD,953.9,26835,163,11570.4,185.54,0.15,2019
163,PNY CS3040 500GB SSD,SSD,465.8,26801,164,8799.2,243.67,0.24,2021
171,CT2000P5SSD8,SSD,1800.0,26412,172,14160.0,149.22,0.1,2020
176,WD Green SN350 1TB,SSD,931.5,26131,177,6399.2,326.68,0.09,2021
183,CT1000P5SSD8,SSD,931.5,25804,184,9280.0,222.44,0.12,2020
186,Sabrent Rocket 4,SSD,931.5,25673,187,15095.2,136.06,0.2,2020
189,Intel Optane 905P 960GB,SSD,894.3,25552,190,108941.6,18.76,1.52,2018
190,Samsung SSD 970 EVO Plus 2TB,SSD,1800.0,25499,191,39360.0,51.83,0.27,2019
205,PNY CS3030 2TB SSD,SSD,1800.0,25015,206,47998.4,41.69,0.33,2019
206,Seagate BarraCuda 510 SSD ZP1000CM30001,SSD,931.5,25013,207,10944.8,182.83,0.15,2020
210,MSI M390 500GB,SSD,465.8,24976,211,6399.2,312.24,0.17,2021
211,GIGABYTE GP-AG4500G,SSD,465.8,24897,212,7999.2,248.99,0.21,2020
214,Intel Optane 900P 480GB,SSD,447.1,24746,215,72000.0,27.5,2.01,2017
217,Samsung SSD 970 EVO Plus 1TB,SSD,931.5,24650,218,17439.2,113.08,0.23,2019
221,Samsung SSD 980 PRO 250GB,SSD,232.9,24549,222,3925.6,500.29,0.21,2020
222,Intel Optane 900P 280GB,SSD,260.8,24524,223,79600.0,24.65,3.82,2017
230,WD Black SN750 NVMe 1TB,SSD,931.5,24452,231,11999.2,163.02,0.16,2019
235,INTEL SSDPEKNU010TZ,SSD,953.9,24353,236,7199.2,270.62,0.09,2021
248,Intel Optane 905P 480GB,SSD,447.1,24076,249,61135.2,31.51,1.71,2018
251,Force MP600,SSD,465.8,24067,252,6959.2,276.66,0.19,2019
254,WDC PC SN730 SDBPNTY-1T00,SSD,953.9,24008,255,11996.0,160.11,0.16,2020
256,CT500P5SSD8,SSD,465.8,23982,257,6399.2,299.82,0.17,2020
257,NVMe WDC PC SN720 SED,SSD,953.9,23968,258,11920.0,160.86,0.16,2019
261,PNY CS2130 2TB SSD,SSD,1800.0,23841,262,17599.2,108.37,0.12,2020
263,Samsung SSD 970 PRO 1TB,SSD,953.9,23787,264,15999.2,118.94,0.21,2018
264,WD Blue SN570 500GB,SSD,465.8,23722,265,3999.2,474.53,0.11,2021
270,Corsair Force MP510 1920GB,SSD,1700.0,23580,271,19999.2,94.32,0.15,2019
272,WD Black NVMe 1TB,SSD,931.5,23499,273,13038.4,144.18,0.17,2018
280,Corsair MP400,SSD,1800.0,23339,281,29031.2,64.31,0.2,2020
281,Sabrent,SSD,3700.0,23337,282,79999.2,23.34,0.27,2020
292,PNY CS3030 1TB SSD,SSD,931.5,23021,293,10399.2,177.1,0.14,2019
300,Viper M.2 VPN100 2TB,SSD,1900.0,22782,301,15199.2,119.91,0.1,2019
312,Samsung SSD 970 PRO 512GB,SSD,476.9,22533,313,17992.0,100.19,0.47,2018
325,GIGABYTE GP-ASM2NE6500GTTD,SSD,465.8,22232,326,7621.6,233.35,0.2,2019
328,SanDisk Extreme Pro 1TB,SSD,931.5,22126,329,15199.2,116.46,0.2,2019
339,Samsung SSD 970 EVO Plus 500GB,SSD,465.8,21917,340,8799.2,199.26,0.24,2019
349,Samsung SSD 970 EVO 2TB,SSD,1800.0,21770,350,15999.2,108.86,0.11,2018
353,Samsung SSD 970 EVO 1TB,SSD,931.5,21675,354,9550.4,181.56,0.13,2018
355,INTEL SSDPEL1D380GA,SSD,354.0,21550,356,48998.4,35.18,1.73,2020
372,addlink S70 M.2 G3x4 1TB,SSD,953.9,21359,373,9990.4,171.04,0.13,2019
379,Samsung PM981 2TB NVMe,SSD,1900.0,21246,380,39999.2,42.49,0.26,2018
380,MSI M370 1TB,SSD,953.9,21245,381,11582.4,146.74,0.15,2021
382,HP SSD EX950 2TB,SSD,1800.0,21148,383,19999.2,84.6,0.14,2019
385,WDC WDS200T2B0C,SSD,1800.0,21127,386,17999.2,93.9,0.12,2021
399,NVMe Micron 2300 NVMe,SSD,953.9,20718,400,17440.0,95.04,0.23,2020
401,NVMe PC SN730 NVMe WDC 512GB,SSD,476.9,20603,402,7320.0,225.17,0.19,2021
402,Samsung PM981 1TB NVMe,SSD,953.9,20536,403,19199.2,85.57,0.25,2017
403,WD Black NVMe 500GB,SSD,465.8,20495,404,7894.4,207.69,0.21,2018
405,KXG6AZNV1T02 TOSHIBA,SSD,953.9,20443,406,11999.2,136.3,0.16,2019
406,Corsair Force MP510 960GB,SSD,894.3,20421,407,11199.2,145.87,0.16,2018
411,NVMe Sabrent,SSD,1900.0,20355,412,14000.0,116.31,0.09,2019
413,MKNSSDPE2TB-D8,SSD,1800.0,20325,414,15199.2,106.98,0.11,2019
416,NVMe PCIe SSD,SSD,1800.0,20297,417,12399.2,130.96,0.09,2020
428,SanDisk Extreme Pro 500GB,SSD,465.8,19978,429,15359.2,104.06,0.41,2018
429,WDC WDS960G2G0C,SSD,894.3,19977,430,5999.2,266.4,0.08,2021
438,Viper M.2 VPR100,SSD,476.9,19805,439,11744.0,134.91,0.31,2020
450,Samsung SSD 970 EVO 500GB,SSD,465.8,19562,451,9599.2,163.03,0.26,2018
454,MKNSSDPE1TB-D8,SSD,931.5,19388,455,7999.2,193.9,0.11,2019
461,HP SSD EX950 1TB,SSD,953.9,19295,462,11919.2,129.5,0.16,2019
466,XPG GAMMIX S11 Pro,SSD,953.9,19250,467,11446.4,134.54,0.15,2019
477,Samsung SM961 1TB NVMe,SSD,953.9,19105,478,15920.0,96.0,0.21,2016
486,Seagate BarraCuda 510 SSD ZP500CM30001,SSD,465.8,19007,487,17520.0,86.79,0.47,2020
494,Micron 2300 NVMe 256GB,SSD,238.5,18895,495,2396.0,630.89,0.13,2020
498,Samsung SSD 960 PRO 512GB,SSD,476.9,18859,499,19199.2,78.58,0.5,2016
500,HP SSD EX920 1TB,SSD,953.9,18833,501,9599.2,156.95,0.13,2018
501,Samsung SSD 970 EVO Plus 250GB,SSD,232.9,18754,502,5599.2,267.96,0.3,2019
506,CT250P5SSD8,SSD,232.9,18724,507,5259.2,284.82,0.28,2020
513,Samsung SSD 960 PRO 1TB,SSD,953.9,18647,514,9599.2,155.41,0.13,2016
516,Samsung SSD 960 PRO 2TB,SSD,1900.0,18631,517,100000.0,14.9,0.66,2017
519,PNY CS2130 1TB SSD,SSD,931.5,18591,520,12479.2,119.18,0.17,2020
524,TOSHIBA XG6 SSD 512GB M.2 NVMe,SSD,476.9,18473,525,9200.0,160.63,0.24,2018
525,Samsung SM961 512GB NVMe,SSD,476.9,18448,526,15999.2,92.25,0.42,2016
529,SAMSUNG MZ1LB960HAJQ-00007,SSD,894.3,18400,530,22640.0,65.02,0.32,2021
534,KXG60ZNV1T02 TOSHIBA,SSD,953.9,18340,535,17680.0,82.99,0.23,2019
535,Intel SSD 760P 1TB,SSD,953.9,18331,536,18399.2,79.7,0.24,2018
548,Samsung PM981 512GB NVMe,SSD,476.9,18246,549,11439.2,127.6,0.3,2017
549,Gigabyte AORUS RGB M.2 NVMe 512GB,SSD,476.9,18246,550,7436.8,196.27,0.19,2019
555,Toshiba XG5-P NVMe 2TB,SSD,1900.0,18218,556,24399.2,59.73,0.16,2018
560,WD Blue SN550 NVMe SSD 1TB,SSD,931.5,18191,561,8180.0,177.9,0.11,2019
573,PNY CS3030 500GB SSD,SSD,465.8,18020,574,6080.0,237.11,0.16,2019
575,Viper M.2 VPN100 512GB,SSD,476.9,17980,576,8800.0,163.45,0.23,2019
577,HP SSD EX950 512GB,SSD,476.9,17954,578,7280.0,197.29,0.19,2019
578,Intel SSD 760P 2TB,SSD,1900.0,17949,579,55999.2,25.64,0.37,2018
591,PLEXTOR PX-1TM9PeGN,SSD,953.9,17715,592,19102.4,74.19,0.25,2018
593,Samsung SSD 960 EVO 1TB,SSD,931.5,17684,594,14177.6,99.78,0.19,2016
595,Mushkin Pilot 1TB MKNSSDPL1TB-D8,SSD,931.5,17646,596,13999.2,100.84,0.19,2018
597,WDC PC SN530 SDBPTPZ-1T00,SSD,953.9,17625,598,31894.4,44.21,0.42,2021
598,ADATA FALCON,SSD,953.9,17620,599,7599.2,185.49,0.1,2020
605,GIGABYTE GP-GSM2NE3512GNTD,SSD,476.9,17551,606,5288.0,265.53,0.14,2019
615,Micron MTFDHBA512TCK,SSD,476.9,17451,616,11599.2,120.36,0.3,2019
616,KXG60ZNV512G TOSHIBA,SSD,476.9,17431,617,13846.4,100.71,0.36,2019
617,WDC WDS480G2G0C,SSD,447.1,17415,618,3531.2,394.54,0.1,2021
637,NVMe Sabrent Rocket Q,SSD,931.5,17160,638,7200.0,190.67,0.1,2020
641,GIGABYTE GP-GSM2NE3100TNTD,SSD,953.9,17072,642,9851.2,138.64,0.13,2019
646,Micron MTFDHBA1T0TCK,SSD,953.9,17028,647,24504.0,55.59,0.32,2019
648,INTEL SSDPEKNW020T9,SSD,1900.0,17002,649,19199.2,70.85,0.13,2020
656,Samsung SM961 256GB NVMe,SSD,238.5,16878,657,7839.2,172.25,0.41,2016
657,HP SSD EX920 512GB,SSD,476.9,16869,658,5759.2,234.32,0.15,2018
661,NVMe PNY CS3030 500GB,SSD,465.8,16814,662,8799.2,152.87,0.24,2019
662,Samsung PM961 1TB NVMe,SSD,953.9,16813,663,21199.2,63.45,0.28,2016
663,WDC WDS500G2B0C,SSD,465.8,16811,664,5429.6,247.69,0.15,2020
666,Toshiba XG5 SSD 1TB,SSD,953.9,16795,667,19120.0,70.27,0.25,2017
678,XPG SPECTRIX S20G,SSD,465.8,16622,679,4799.2,277.09,0.13,2021
680,Corsair Force MP510 480GB,SSD,447.1,16606,681,7320.8,181.46,0.2,2018
684,Samsung PM961 512GB NVMe,SSD,476.9,16542,685,14399.2,91.91,0.38,2017
693,WD Blue SN550 NVMe SSD 500GB,SSD,465.8,16410,694,5488.8,239.17,0.15,2020
702,PLEXTOR PX-512M9PeG,SSD,476.9,16314,703,15119.2,86.32,0.4,2018
705,PLEXTOR PX-512M9PeGN,SSD,476.9,16246,706,10639.2,122.16,0.28,2018
706,CT2000P2SSD8,SSD,1800.0,16240,707,18869.6,68.85,0.13,2020
712,Samsung SSD 960 EVO 500GB,SSD,465.8,16150,713,19199.2,67.3,0.52,2016
715,CT2000P1SSD8,SSD,1800.0,16138,716,17999.2,71.73,0.12,2020
724,Intel SSD 760p 512GB,SSD,476.9,16017,725,9240.0,138.67,0.24,2018
728,INTEL SSDPEKNW010T9,SSD,953.9,15988,729,9600.0,133.23,0.13,2020
744,PC SN530 NVMe WDC 1024GB,SSD,953.9,15719,745,31108.8,40.42,0.41,2021
751,Lexar 1TB SSD,SSD,931.5,15598,752,9039.2,138.05,0.12,2019
752,CT1000P2SSD8,SSD,931.5,15592,753,7716.0,161.66,0.1,2020
773,Micron 2200 MTFDHBA256TCK,SSD,238.5,15278,774,9296.0,131.48,0.49,2019
779,Samsung SSD 970 EVO 250GB,SSD,232.9,15216,780,9600.0,126.8,0.52,2018
780,CUK Cyclone M.2 NVMe 500GB,SSD,465.8,15153,781,99999.2,12.12,2.68,2018
798,XPG GAMMIX S11 480GB,SSD,447.1,14981,799,7439.2,161.11,0.21,2018
800,Mushkin Pilot 500GB PCIe NVMe,SSD,465.8,14965,801,11920.0,100.44,0.32,2018
807,WD Black SN750 NVMe 250GB,SSD,232.9,14884,808,7199.2,165.39,0.39,2019
811,PLEXTOR PX-512M9PeY,SSD,476.9,14836,812,7599.2,156.19,0.2,2018
827,Intel SSD Pro 7600p Series 512GB,SSD,476.9,14738,828,10560.0,111.65,0.28,2018
831,NVMe XPG GAMMIX S5,SSD,953.9,14704,832,7599.2,154.8,0.1,2019
832,CT500P2SSD8,SSD,465.8,14694,833,4319.2,272.15,0.12,2020
835,XPG GAMMIX S5,SSD,953.9,14677,836,8239.2,142.51,0.11,2019
838,Samsung SSD 950 Pro 512GB NVMe,SSD,476.9,14644,839,10879.2,107.68,0.29,2015
841,WDC PC SN530 SDBPMPZ-1T00,SSD,953.9,14631,842,31108.8,37.62,0.41,2021
842,PLEXTOR PX-1TM9PeG,SSD,953.9,14623,843,10959.2,106.75,0.14,2018
845,Samsung SSD 960 EVO 250GB,SSD,232.9,14612,846,7199.2,162.38,0.39,2016
859,Samsung PM961 256GB NVMe,SSD,238.5,14425,860,7916.0,145.78,0.41,2016
860,Netac NVMe SSD 512GB,SSD,476.9,14411,861,9412.0,122.49,0.25,2019
866,KINGSTON SNVS500GB,SSD,465.8,14365,867,5580.0,205.96,0.15,2021
875,Samsung SM961 128GB NVMe,SSD,119.2,14303,876,8160.0,140.23,0.86,2016
876,Intel DC P3600 1.2TB NVMe,SSD,1100.0,14301,877,78159.2,14.64,0.89,2014
885,PLEXTOR PX-512M8PeY,SSD,476.9,14217,886,33232.8,34.22,0.87,2016
886,Intel SSD 660p 2TB,SSD,1900.0,14217,887,22156.0,51.33,0.15,2018
895,CT250P2SSD8,SSD,232.9,14098,896,7068.0,159.57,0.38,2020
899,XPG GAMMIX S11 Pro,SSD,238.5,14096,900,3439.2,327.88,0.18,2019
901,Samsung PM981 256GB NVMe,SSD,238.5,14088,902,7120.0,158.3,0.37,2018
908,Intel DC P3500 2TB NVMe,SSD,1800.0,14021,909,95999.2,11.68,0.67,2015
911,KINGSTON SNVS2000GB,SSD,1800.0,14008,912,20710.4,54.11,0.14,2021
918,WDC WDS500G1B0C,SSD,465.8,13913,919,3403.2,327.05,0.09,2019
920,Intel DC P3700 800GB NVMe,SSD,745.2,13887,921,59200.0,18.77,0.99,2015
927,TOSHIBA RD400 NVMe 1TB,SSD,953.9,13829,928,7199.2,153.67,0.09,2016
929,NVMe INTEL SSDPEKNW010T8,SSD,953.9,13816,930,9752.0,113.34,0.13,2021
932,MKNSSDHL1TB-D8,SSD,931.5,13755,933,6559.2,167.76,0.09,2019
937,GIGABYTE GP-GSM2NE3256GNTD,SSD,238.5,13715,938,3519.2,311.77,0.18,2019
938,Samsung SM951 512GB NVMe,SSD,476.9,13707,939,23600.0,46.46,0.62,2015
940,WDC WDS240G2G0C,SSD,223.6,13694,941,3039.2,360.47,0.17,2021
950,NVMe INTEL SSDPEKNW02,SSD,1900.0,13601,951,18799.2,57.88,0.12,2019
969,ADATA SWORDFISH,SSD,931.5,13413,970,6399.2,167.68,0.09,2020
970,Netac NVMe SSD 1TB,SSD,953.9,13382,971,13403.2,79.88,0.18,2020
972,Intel SSD 660p 1TB,SSD,953.9,13368,973,6799.2,157.29,0.09,2018
975,TOSHIBA RD400 NVMe 256GB,SSD,238.5,13349,976,22474.4,47.52,1.18,2016
987,Intel SSD 760p 256GB,SSD,238.5,13235,988,11832.8,89.48,0.62,2018
999,Samsung SM951 M.2 256GB AHCI,SSD,238.5,13141,1000,17860.0,58.86,0.94,2015
1001,CT1000P1SSD8,SSD,931.5,13129,1002,14963.2,70.19,0.2,2018
1003,Samsung SM951 256GB NVMe,SSD,238.5,13126,1004,15480.0,67.83,0.81,2015
1007,TOSHIBA RD400 NVMe 512GB,SSD,476.9,13101,1008,5600.0,187.15,0.15,2016
1010,Patriot P300 1TB,SSD,953.9,13085,1011,11584.8,90.36,0.15,2020
1016,Samsung SM951 M.2 512GB AHCI,SSD,476.9,13018,1017,25839.2,40.31,0.68,2015
1018,PC SN520 NVMe WDC 512GB,SSD,476.9,13009,1019,7199.2,144.56,0.19,2019
1020,KINGSTON SNVS1000GB,SSD,931.5,12988,1021,8784.0,118.29,0.12,2021
1023,XPG SPECTRIX S40G,SSD,238.5,12953,1024,4399.2,235.56,0.23,2019
1027,PLEXTOR PX-512M8PeG,SSD,476.9,12937,1028,31998.4,32.34,0.84,2016
1032,Micron 2210 MTFDHBA512QFD,SSD,476.9,12897,1033,9840.8,104.85,0.26,2020
1036,HP SSD EX920 256GB,SSD,238.5,12845,1037,3999.2,256.96,0.21,2018
1037,XPG GAMMIX S5,SSD,238.5,12845,1038,3679.2,279.29,0.19,2019
1040,Patriot M.2 P300,SSD,238.5,12794,1041,2799.2,365.65,0.15,2020
1041,PLEXTOR PX-256M9PeG,SSD,238.5,12778,1042,3439.2,297.24,0.18,2018
1058,Intel SSD 750 800GB NVMe,SSD,745.2,12659,1059,57200.0,17.71,0.96,2015
1063,HP SSD EX900 1TB,SSD,953.9,12614,1064,9199.2,109.69,0.12,2019
1080,Intel SSD Pro 7600p Series 256GB,SSD,238.5,12513,1081,12800.0,78.21,0.67,2018
1084,Patriot P300 512GB,SSD,476.9,12479,1085,5784.0,172.6,0.15,2020
1090,INTEL HBRPEKNX0203AH,SSD,953.9,12432,1091,20720.0,48.0,0.27,2021
1097,HP SSD EX900 500GB,SSD,465.8,12331,1098,7840.0,125.83,0.21,2018
1100,Lexar 500GB SSD,SSD,465.8,12328,1101,4799.2,205.5,0.13,2020
1101,Corsair Force MP500 480GB,SSD,447.1,12327,1102,15519.2,63.54,0.43,2017
1104,Intel SSD 750 400GB NVMe,SSD,372.6,12323,1105,31600.0,31.2,1.06,2015
1108,Samsung SSD 950 Pro 256GB NVMe,SSD,238.5,12272,1109,14639.2,67.06,0.77,2015
1115,Viper M.2 VPN100 256GB,SSD,238.5,12191,1116,4724.0,206.45,0.25,2019
1118,PLEXTOR PX-256M9PeGN,SSD,238.5,12099,1119,3199.2,302.55,0.17,2018
1121,WD Blue SN550 NVMe SSD 250GB,SSD,232.9,12075,1122,3999.2,241.55,0.21,2020
1145,XPG GAMMIX S11 240GB,SSD,223.6,11860,1146,8399.2,112.96,0.47,2018
1152,KingSpec 512GB M.2 NVMe NE-512,SSD,476.9,11780,1153,8184.8,115.14,0.21,2018
1163,Seagate BarraCuda 510 SSD ZP250CM30001,SSD,232.9,11722,1164,7926.4,118.31,0.43,2020
1169,Corsair Force MP500 240GB,SSD,223.6,11656,1170,7199.2,129.52,0.4,2016
1173,Mushkin Pilot 250GB MKNSSDPL250GB-D8,SSD,232.9,11628,1174,4662.4,199.52,0.25,2018
1175,PNY CS3030 250GB SSD,SSD,232.9,11622,1176,5359.2,173.49,0.29,2019
1185,Gigabyte AORUS RGB M.2 NVMe 256GB,SSD,238.5,11493,1186,12080.0,76.11,0.63,2019
1187,KLEVV CRAS C710 M.2 NVMe SSD 256GB,SSD,238.5,11477,1188,3032.0,302.83,0.16,2020
1192,Intel DC P3500 400GB NVMe,SSD,372.6,11434,1193,22811.2,40.1,0.77,2015
1205,Corsair Force MP510 240GB,SSD,223.6,11305,1206,3919.2,230.77,0.22,2018
1219,Samsung PM961 128GB NVMe,SSD,119.2,11155,1220,3832.8,232.83,0.4,2016
1239,PNY CS2030 480GB SSD,SSD,447.1,11025,1240,20959.2,42.08,0.59,2017
1244,HP SSD EX900 250GB,SSD,232.9,10947,1245,3199.2,273.74,0.17,2018
1246,M Series NVMe SSD 256G,SSD,238.5,10932,1247,3852.0,227.05,0.2,2020
1250,Lexar 250GB SSD,SSD,232.9,10920,1251,3199.2,273.06,0.17,2019
1251,ADATA XPG SX8000 256GB,SSD,238.5,10917,1252,35735.2,24.44,1.87,2017
1258,PLEXTOR PX-256M6S,SSD,238.5,10835,1259,20458.4,42.37,1.07,2014
1274,Patriot P300 256GB,SSD,238.5,10687,1275,3199.2,267.25,0.17,2020
1275,CT500P1SSD8,SSD,465.8,10684,1276,4639.2,184.23,0.12,2018
1277,WDC WDS250G1B0C,SSD,232.9,10640,1278,5598.4,152.05,0.3,2019
1283,Samsung SM951 128GB NVMe,SSD,119.2,10538,1284,6959.2,121.14,0.73,2015
1294,PLEXTOR PX-256M8PeGN,SSD,238.5,10459,1295,22398.4,37.36,1.17,2016
1295,G.SKILL Phoenix Blade 480GB,SSD,447.2,10453,1296,43999.2,19.01,1.23,2014
1301,Mushkin Scorpion Deluxe PCIe SSD 480GB,SSD,443.3,10412,1302,81336.0,10.24,2.29,2013
1306,PLEXTOR PX-256M8PeY,SSD,238.5,10375,1307,25358.4,32.73,1.33,2016
1307,Intel SSD Pro 6000p 512GB,SSD,476.9,10374,1308,9520.0,87.18,0.25,2016
1312,Intel SSD 660p 512GB,SSD,476.9,10337,1313,5599.2,147.7,0.15,2018
1323,Intel DC P3600 800GB NVMe,SSD,745.2,10217,1324,70459.2,11.6,1.18,2014
1332,PLEXTOR PX-256M8PeG,SSD,238.5,10147,1333,20730.4,39.16,1.09,2016
1343,Intel 600P Series 1TB,SSD,953.9,10048,1344,66000.0,12.18,0.86,2016
1344,Intel Optane SSD 800P 118GB,SSD,110.3,10048,1345,16930.4,47.48,1.92,2018
1345,PNY CS2030 240GB SSD,SSD,223.6,10035,1346,6880.0,116.69,0.38,2016
1346,NVMe KINGSTON SKC1000,SSD,447.1,10035,1347,98879.2,8.12,2.76,2017
1398,IM2P33F3 NVMe ADATA 256GB,SSD,238.5,9613,1399,3920.0,196.18,0.21,2020
1400,NE-256,SSD,238.5,9586,1401,4916.0,155.99,0.26,2018
1411,OCZ RevoDrive 3 X2 Max IOPS,SSD,447.2,9496,1412,76152.8,9.98,2.13,2012
1418,Corsair Force MP300 480GB,SSD,447.1,9319,1419,11920.0,62.54,0.33,2018
1419,OCZ RevoDrive 350 PCI-E,SSD,447.2,9299,1420,44268.8,16.8,1.24,2014
1421,BC501 NVMe SK hynix 256GB,SSD,238.5,9276,1422,3630.4,204.4,0.19,2018
1422,Patriot P300 128GB,SSD,119.2,9269,1423,2476.0,299.48,0.26,2020
1437,Intel 600P Series 512GB,SSD,476.9,9073,1438,9520.0,76.24,0.25,2016
1440,Corsair Force MP300 240GB,SSD,223.6,9000,1441,9391.2,76.66,0.53,2018
1444,PNY CS2130 500GB SSD,SSD,465.8,8978,1445,4799.2,149.66,0.13,2020
1450,Samsung SM951 M.2 128GB AHCI,SSD,119.2,8882,1451,9356.0,75.94,0.98,2015
1455,HP SSD EX900 120GB,SSD,111.8,8791,1456,3519.2,199.83,0.39,2018
1456,Intel DC P3600 400GB NVMe,SSD,372.6,8776,1457,35600.0,19.72,1.19,2015
1460,Intel SSD Pro 6000p 256GB,SSD,238.5,8757,1461,6400.0,109.47,0.34,2016
1472,Samsung PM951 512GB NVMe,SSD,476.9,8628,1473,15199.2,45.41,0.4,2015
1485,Intel SSD DC P3100 256GB,SSD,238.5,8402,1486,12799.2,52.52,0.67,2017
1496,Intel SSD Pro 6000p 1TB,SSD,953.9,8309,1497,26400.0,25.18,0.35,2017
1501,Intel 600p Series 256GB,SSD,238.5,8209,1502,8720.0,75.31,0.46,2016
1504,SAMSUNG XP941 M.2 512GB,SSD,476.9,8167,1505,16396.0,39.85,0.43,2013
1511,SAMSUNG XP941 M.2 256GB,SSD,238.5,8110,1512,8552.0,75.86,0.45,2013
1512,Transcend TS1TMTE110S,SSD,953.9,8104,1513,10113.6,64.1,0.13,2019
1531,Samsung SSD PM991 NVMe 256GB,SSD,238.5,7912,1532,2796.0,226.38,0.15,2019
1539,NVME SSD 128GB,SSD,119.2,7815,1540,14195.2,44.04,1.49,2020
1540,OCZ RevoDrive 3 X2,SSD,447.2,7784,1541,41599.2,14.97,1.16,2012
1545,Netac NVMe SSD 128GB,SSD,119.2,7701,1546,3864.8,159.41,0.41,2020
1553,Corsair Force MP500 120GB,SSD,111.8,7622,1554,5520.0,110.46,0.62,2017
1559,Gigabyte M.2 PCIe SSD 256GB,SSD,238.5,7489,1560,4796.0,124.92,0.25,2018
1565,WDC WDS512G1X0C,SSD,476.9,7380,1566,14399.2,41.0,0.38,2017
1567,Intel SSD 760p 128GB,SSD,119.2,7327,1568,6057.6,96.76,0.64,2018
1591,SAMSUNG MZFLV256HCHP-000MV,SSD,238.5,6849,1592,4991.2,109.78,0.26,2016
1597,PLEXTOR PX-128M8PeG,SSD,119.2,6775,1598,17598.4,30.8,1.85,2016
1601,Samsung PM951 256GB NVMe,SSD,238.5,6695,1602,3920.0,136.64,0.21,2015
1619,SanDisk A400 NVMe 256GB,SSD,238.5,6362,1620,6000.0,84.83,0.31,2017
1632,Gigabyte M.2 PCIe SSD 128GB,SSD,119.2,6138,1633,9199.2,53.38,0.96,2019
1641,WD Black NVMe 256GB,SSD,238.5,6025,1642,10399.2,46.35,0.55,2017
1642,Corsair Force MP300 120GB,SSD,111.8,5992,1643,5992.0,80.01,0.67,2018
1659,PLEXTOR PX-AG256M6e,SSD,238.5,5738,1660,20319.2,22.59,1.06,2014
1660,Crucial MX500 1TB M.2,SSD,931.5,5724,1661,24720.0,18.52,0.33,2018
1662,SEAGATE ST400FM0053,SSD,372.6,5693,1663,23840.0,19.1,0.8,2017
1667,Samsung SSD 870 EVO 4TB,SSD,3600.0,5570,1668,59599.2,7.48,0.21,2021
1668,WDC WDS200T2B0B,SSD,1800.0,5551,1669,14591.2,30.44,0.1,2018
1669,Seagate BarraCuda 120 SSD ZA2000CM10003,SSD,1800.0,5546,1670,29455.2,15.06,0.2,2020
1671,PLEXTOR PX-G256M6e,SSD,238.5,5535,1672,23491.2,18.85,1.23,2014
1672,PLEXTOR PX-AG512M6e,SSD,476.9,5530,1673,36239.2,12.21,0.95,2014
